transaction_id,amount,payment_method,failure_reason,recovery_probability,priority,recommended_action,action_status,actual_recovered
TX01173,48332.88,UPI,Authentication Failed,24.09,Low,Defer Recovery,Deferred,1
TX07125,5231.36,Wallet,Insufficient Funds,9.01,Low,Defer Recovery,Deferred,0
TX02983,22093.67,UPI,Technical Error,37.8,Low,Defer Recovery,Deferred,1
TX01862,41413.46,NetBanking,Insufficient Funds,99.76,High,Retry Payment,Retry Initiated,1
TX00104,3017.05,NetBanking,Timeout,2.99,Low,Defer Recovery,Deferred,0
TX07412,160.06,UPI,Bank Declined,96.32,High,Generate Payment Link,Payment Link Created,1
TX02029,46686.3,Card,Technical Error,6.27,Low,Defer Recovery,Deferred,0
TX09863,34796.94,NetBanking,Authentication Failed,99.95,High,Retry Payment,Retry Initiated,1
TX09606,4874.74,Card,Bank Declined,14.85,Low,Defer Recovery,Deferred,0
TX04128,35226.4,Card,Timeout,40.26,Medium,Send Notification,Notification Sent,1
TX01703,42989.2,Wallet,Technical Error,10.55,Low,Defer Recovery,Deferred,0
TX06982,43664.48,NetBanking,Technical Error,99.65,High,Retry Payment,Retry Initiated,1
TX07574,21417.43,UPI,Insufficient Funds,5.05,Low,Defer Recovery,Deferred,1
TX06161,14154.49,UPI,Insufficient Funds,9.27,Low,Defer Recovery,Deferred,0
TX02964,24354.27,UPI,Technical Error,95.63,High,Generate Payment Link,Payment Link Created,0
TX08810,9328.77,UPI,Bank Declined,99.92,High,Retry Payment,Retry Initiated,1
TX08250,31094.56,UPI,Authentication Failed,7.98,Low,Defer Recovery,Deferred,1
TX09372,41777.34,UPI,Insufficient Funds,98.87,High,Generate Payment Link,Payment Link Created,1
TX09266,29347.41,NetBanking,Insufficient Funds,9.79,Low,Defer Recovery,Deferred,0
TX07324,12298.17,UPI,Technical Error,99.73,High,Retry Payment,Retry Initiated,1
TX09831,2554.53,Wallet,Timeout,0.92,Low,Defer Recovery,Deferred,0
TX01971,32734.31,NetBanking,Technical Error,99.94,High,Retry Payment,Retry Initiated,1
TX08269,22353.67,UPI,Authentication Failed,42.58,Medium,Send Notification,Notification Sent,1
TX01597,35474.11,Card,Technical Error,2.39,Low,Defer Recovery,Deferred,0
TX03688,49601.6,UPI,Bank Declined,28.08,Low,Defer Recovery,Deferred,1
TX04532,26584.46,Wallet,Authentication Failed,5.4,Low,Defer Recovery,Deferred,0
TX06810,43557.5,UPI,Timeout,99.97,High,Retry Payment,Retry Initiated,1
TX03996,26435.83,NetBanking,Technical Error,10.63,Low,Defer Recovery,Deferred,1
TX04515,7996.21,NetBanking,Technical Error,20.33,Low,Defer Recovery,Deferred,0
TX03888,21858.81,UPI,Insufficient Funds,99.04,High,Retry Payment,Retry Initiated,1
TX02028,13314.33,NetBanking,Authentication Failed,99.44,High,Retry Payment,Retry Initiated,1
TX05862,36859.17,Wallet,Authentication Failed,99.54,High,Generate Payment Link,Payment Link Created,1
TX06775,33766.23,NetBanking,Technical Error,98.72,High,Retry Payment,Retry Initiated,1
TX03013,43381.0,NetBanking,Bank Declined,7.74,Low,Defer Recovery,Deferred,0
TX00511,21958.4,Card,Authentication Failed,12.09,Low,Defer Recovery,Deferred,0
TX00083,19422.43,UPI,Technical Error,98.55,High,Generate Payment Link,Payment Link Created,1
TX02249,24058.73,Card,Timeout,88.77,High,Generate Payment Link,Payment Link Created,0
TX05586,22209.49,UPI,Bank Declined,93.28,High,Generate Payment Link,Payment Link Created,0
TX04211,37777.9,UPI,Insufficient Funds,99.26,High,Generate Payment Link,Payment Link Created,1
TX09488,13659.75,Card,Timeout,39.17,Low,Defer Recovery,Deferred,1
TX04565,25464.75,Wallet,Technical Error,99.94,High,Retry Payment,Retry Initiated,1
TX01194,40459.09,Wallet,Authentication Failed,99.85,High,Retry Payment,Retry Initiated,1
TX03124,7717.64,Wallet,Insufficient Funds,95.31,High,Generate Payment Link,Payment Link Created,1
TX00784,26699.46,NetBanking,Bank Declined,99.38,High,Retry Payment,Retry Initiated,1
TX09130,4969.2,Wallet,Technical Error,3.46,Low,Defer Recovery,Deferred,1
TX09709,19733.06,NetBanking,Technical Error,65.43,Medium,Send Notification,Notification Sent,1
TX08995,41489.39,NetBanking,Authentication Failed,7.45,Low,Defer Recovery,Deferred,0
TX04631,39643.59,Card,Insufficient Funds,60.73,Medium,Send Notification,Notification Sent,1
TX08591,28036.07,UPI,Authentication Failed,4.8,Low,Defer Recovery,Deferred,0
TX07525,20261.09,Card,Bank Declined,10.66,Low,Defer Recovery,Deferred,1
TX01282,16543.57,Wallet,Technical Error,1.34,Low,Defer Recovery,Deferred,0
TX06238,29921.69,NetBanking,Timeout,8.04,Low,Defer Recovery,Deferred,0
TX09561,9360.17,Wallet,Insufficient Funds,96.95,High,Generate Payment Link,Payment Link Created,1
TX05607,25499.27,NetBanking,Authentication Failed,4.02,Low,Defer Recovery,Deferred,1
TX05090,10338.62,NetBanking,Insufficient Funds,15.92,Low,Defer Recovery,Deferred,0
TX02535,3704.24,NetBanking,Insufficient Funds,16.31,Low,Defer Recovery,Deferred,0
TX09837,39217.23,NetBanking,Authentication Failed,4.92,Low,Defer Recovery,Deferred,0
TX04935,40514.66,UPI,Bank Declined,99.81,High,Generate Payment Link,Payment Link Created,1
TX03621,19615.5,NetBanking,Authentication Failed,4.05,Low,Defer Recovery,Deferred,0
TX09686,40483.14,NetBanking,Timeout,2.78,Low,Defer Recovery,Deferred,1
TX02122,43453.17,Wallet,Insufficient Funds,7.69,Low,Defer Recovery,Deferred,1
TX09871,39687.91,Wallet,Timeout,33.48,Low,Defer Recovery,Deferred,1
TX08565,47066.85,Card,Technical Error,8.83,Low,Defer Recovery,Deferred,0
TX07903,20772.41,Card,Timeout,15.9,Low,Defer Recovery,Deferred,1
TX08449,20292.31,NetBanking,Insufficient Funds,99.53,High,Generate Payment Link,Payment Link Created,1
TX04626,1745.55,UPI,Insufficient Funds,98.43,High,Generate Payment Link,Payment Link Created,1
TX03912,5815.19,NetBanking,Technical Error,99.9,High,Retry Payment,Retry Initiated,1
TX04275,47460.71,NetBanking,Timeout,2.84,Low,Defer Recovery,Deferred,0
TX00211,4220.35,Card,Authentication Failed,0.83,Low,Defer Recovery,Deferred,0
TX05990,5293.39,NetBanking,Bank Declined,93.61,High,Generate Payment Link,Payment Link Created,1
TX09317,1151.92,Wallet,Bank Declined,15.94,Low,Defer Recovery,Deferred,0
TX07962,32712.68,Wallet,Authentication Failed,22.84,Low,Defer Recovery,Deferred,0
TX09560,1931.73,NetBanking,Bank Declined,5.24,Low,Defer Recovery,Deferred,0
TX02128,26643.46,Wallet,Technical Error,4.14,Low,Defer Recovery,Deferred,0
TX07524,37346.32,Card,Authentication Failed,96.58,High,Generate Payment Link,Payment Link Created,1
TX05104,4653.12,NetBanking,Timeout,55.99,Medium,Send Notification,Notification Sent,1
TX06808,48973.08,Card,Insufficient Funds,99.77,High,Retry Payment,Retry Initiated,1
TX02041,25964.36,Card,Timeout,0.96,Low,Defer Recovery,Deferred,0
TX04431,7366.87,Wallet,Bank Declined,38.45,Low,Defer Recovery,Deferred,1
TX05777,41739.27,NetBanking,Timeout,99.61,High,Generate Payment Link,Payment Link Created,1
TX05755,3385.52,Card,Insufficient Funds,18.81,Low,Defer Recovery,Deferred,1
TX05705,24752.74,NetBanking,Insufficient Funds,24.12,Low,Defer Recovery,Deferred,0
TX09406,47101.34,Card,Bank Declined,22.35,Low,Defer Recovery,Deferred,1
TX05987,38354.47,Card,Bank Declined,1.28,Low,Defer Recovery,Deferred,0
TX00790,31185.41,Wallet,Bank Declined,18.26,Low,Defer Recovery,Deferred,1
TX08883,20001.95,Card,Timeout,99.26,High,Generate Payment Link,Payment Link Created,1
TX01035,29030.59,UPI,Authentication Failed,4.85,Low,Defer Recovery,Deferred,0
TX06699,12102.7,NetBanking,Technical Error,6.81,Low,Defer Recovery,Deferred,1
TX02550,13943.59,Card,Timeout,1.53,Low,Defer Recovery,Deferred,0
TX06372,20105.05,Wallet,Technical Error,13.95,Low,Defer Recovery,Deferred,0
TX02831,31284.69,UPI,Insufficient Funds,2.01,Low,Defer Recovery,Deferred,0
TX08188,41784.58,NetBanking,Bank Declined,5.32,Low,Defer Recovery,Deferred,0
TX09533,41135.94,Card,Timeout,9.77,Low,Defer Recovery,Deferred,1
TX02745,2861.09,Wallet,Technical Error,38.98,Low,Defer Recovery,Deferred,0
TX08428,44468.33,UPI,Bank Declined,24.73,Low,Defer Recovery,Deferred,1
TX08712,3798.55,NetBanking,Authentication Failed,99.77,High,Retry Payment,Retry Initiated,1
TX04948,11575.07,Wallet,Authentication Failed,99.17,High,Retry Payment,Retry Initiated,1
TX00144,43899.7,Card,Insufficient Funds,14.9,Low,Defer Recovery,Deferred,0
TX02135,42684.45,Card,Technical Error,0.65,Low,Defer Recovery,Deferred,0
TX01616,11257.77,UPI,Bank Declined,9.87,Low,Defer Recovery,Deferred,1
TX05598,38127.38,Wallet,Technical Error,5.08,Low,Defer Recovery,Deferred,0
TX09523,34992.21,NetBanking,Authentication Failed,98.62,High,Retry Payment,Retry Initiated,1
TX00460,6504.66,NetBanking,Authentication Failed,99.59,High,Retry Payment,Retry Initiated,1
TX06508,2591.13,NetBanking,Authentication Failed,99.74,High,Generate Payment Link,Payment Link Created,1
TX09257,38049.05,Wallet,Authentication Failed,34.25,Low,Defer Recovery,Deferred,1
TX08469,14839.31,NetBanking,Technical Error,7.89,Low,Defer Recovery,Deferred,0
TX06194,3489.52,Card,Bank Declined,8.38,Low,Defer Recovery,Deferred,1
TX02094,39753.68,Wallet,Bank Declined,99.58,High,Retry Payment,Retry Initiated,1
TX06642,41972.17,UPI,Bank Declined,8.46,Low,Defer Recovery,Deferred,1
TX04440,41353.71,Card,Timeout,99.31,High,Generate Payment Link,Payment Link Created,1
TX00158,39024.4,UPI,Authentication Failed,17.29,Low,Defer Recovery,Deferred,1
TX05031,39217.87,Card,Authentication Failed,99.03,High,Generate Payment Link,Payment Link Created,1
TX07401,23457.39,NetBanking,Authentication Failed,99.21,High,Retry Payment,Retry Initiated,1
TX02818,16926.38,NetBanking,Bank Declined,4.75,Low,Defer Recovery,Deferred,0
TX01865,9787.03,Wallet,Insufficient Funds,23.7,Low,Defer Recovery,Deferred,1
TX05194,15543.13,NetBanking,Insufficient Funds,19.3,Low,Defer Recovery,Deferred,1
TX02786,11135.27,Card,Technical Error,2.64,Low,Defer Recovery,Deferred,0
TX06721,29475.58,Card,Timeout,98.17,High,Generate Payment Link,Payment Link Created,1
TX03187,35462.97,Wallet,Technical Error,23.95,Low,Defer Recovery,Deferred,1
TX05906,2196.09,Wallet,Timeout,97.9,High,Generate Payment Link,Payment Link Created,1
TX05405,26756.08,Wallet,Insufficient Funds,99.66,High,Generate Payment Link,Payment Link Created,1
TX06886,4093.63,NetBanking,Authentication Failed,39.09,Low,Defer Recovery,Deferred,1
TX02807,9004.69,Card,Bank Declined,98.82,High,Generate Payment Link,Payment Link Created,0
TX03929,22860.75,Wallet,Bank Declined,12.17,Low,Defer Recovery,Deferred,0
TX03810,29757.15,Card,Timeout,99.49,High,Retry Payment,Retry Initiated,1
TX05912,23511.39,Wallet,Timeout,99.08,High,Retry Payment,Retry Initiated,1
TX05161,31224.74,NetBanking,Bank Declined,31.71,Low,Defer Recovery,Deferred,0
TX01079,34627.18,NetBanking,Insufficient Funds,97.29,High,Generate Payment Link,Payment Link Created,1
TX00991,24702.2,Wallet,Technical Error,16.14,Low,Defer Recovery,Deferred,1
TX05717,18233.28,UPI,Authentication Failed,95.27,High,Generate Payment Link,Payment Link Created,0
TX04552,11042.83,Card,Insufficient Funds,3.46,Low,Defer Recovery,Deferred,0
TX08059,11046.47,UPI,Insufficient Funds,5.34,Low,Defer Recovery,Deferred,1
TX00759,20839.83,Wallet,Technical Error,14.66,Low,Defer Recovery,Deferred,0
TX01309,21859.92,NetBanking,Authentication Failed,23.89,Low,Defer Recovery,Deferred,1
TX06780,14861.09,UPI,Timeout,2.61,Low,Defer Recovery,Deferred,0
TX07966,8566.09,Wallet,Authentication Failed,18.03,Low,Defer Recovery,Deferred,0
TX09063,3956.95,Card,Authentication Failed,13.6,Low,Defer Recovery,Deferred,1
TX01741,31435.14,NetBanking,Timeout,12.53,Low,Defer Recovery,Deferred,1
TX08542,19767.25,Card,Bank Declined,2.73,Low,Defer Recovery,Deferred,0
TX06745,45539.56,Wallet,Technical Error,13.23,Low,Defer Recovery,Deferred,1
TX02115,564.58,Card,Authentication Failed,8.46,Low,Defer Recovery,Deferred,1
TX00444,31991.48,Wallet,Technical Error,8.67,Low,Defer Recovery,Deferred,0
TX05319,45403.74,NetBanking,Authentication Failed,95.49,High,Generate Payment Link,Payment Link Created,0
TX06437,40630.75,NetBanking,Timeout,99.21,High,Generate Payment Link,Payment Link Created,1
TX02471,20930.67,Card,Insufficient Funds,93.94,High,Generate Payment Link,Payment Link Created,1
TX03832,46547.3,Card,Insufficient Funds,9.83,Low,Defer Recovery,Deferred,1
TX09733,29733.33,NetBanking,Insufficient Funds,4.48,Low,Defer Recovery,Deferred,1
TX00659,1503.26,UPI,Authentication Failed,99.41,High,Generate Payment Link,Payment Link Created,1
TX05239,21831.7,NetBanking,Technical Error,99.19,High,Generate Payment Link,Payment Link Created,1
TX07522,40552.22,Card,Insufficient Funds,12.62,Low,Defer Recovery,Deferred,0
TX00988,45304.99,Wallet,Insufficient Funds,0.63,Low,Defer Recovery,Deferred,0
TX01547,17401.27,UPI,Insufficient Funds,97.94,High,Generate Payment Link,Payment Link Created,1
TX08352,42187.68,Card,Authentication Failed,95.39,High,Generate Payment Link,Payment Link Created,1
TX09462,26139.47,UPI,Bank Declined,18.13,Low,Defer Recovery,Deferred,0
TX09152,3132.98,UPI,Insufficient Funds,9.72,Low,Defer Recovery,Deferred,0
TX03119,4936.17,Wallet,Insufficient Funds,97.81,High,Generate Payment Link,Payment Link Created,1
TX01638,4414.23,UPI,Technical Error,2.78,Low,Defer Recovery,Deferred,0
TX09524,31972.3,Card,Insufficient Funds,11.98,Low,Defer Recovery,Deferred,1
TX06321,24842.42,UPI,Bank Declined,99.3,High,Generate Payment Link,Payment Link Created,0
TX08383,18603.13,Card,Authentication Failed,99.48,High,Generate Payment Link,Payment Link Created,1
TX07575,29617.29,UPI,Authentication Failed,7.63,Low,Defer Recovery,Deferred,0
TX08083,17325.68,NetBanking,Technical Error,97.4,High,Generate Payment Link,Payment Link Created,1
TX03918,41680.39,UPI,Technical Error,99.6,High,Retry Payment,Retry Initiated,1
TX08785,12818.61,NetBanking,Timeout,99.61,High,Retry Payment,Retry Initiated,1
TX08527,32290.36,Wallet,Technical Error,27.01,Low,Defer Recovery,Deferred,1
TX08568,25663.01,Card,Bank Declined,31.5,Low,Defer Recovery,Deferred,0
TX09366,28133.71,UPI,Bank Declined,99.57,High,Retry Payment,Retry Initiated,1
TX09707,15466.39,Wallet,Timeout,1.7,Low,Defer Recovery,Deferred,0
TX00496,33571.17,UPI,Insufficient Funds,0.65,Low,Defer Recovery,Deferred,0
TX05490,10466.69,NetBanking,Bank Declined,2.99,Low,Defer Recovery,Deferred,0
TX04704,17714.94,NetBanking,Insufficient Funds,99.09,High,Generate Payment Link,Payment Link Created,1
TX01167,38133.16,UPI,Authentication Failed,4.41,Low,Defer Recovery,Deferred,0
TX04877,23608.41,Card,Insufficient Funds,94.97,High,Generate Payment Link,Payment Link Created,1
TX02432,12704.04,Card,Technical Error,12.77,Low,Defer Recovery,Deferred,1
TX08078,28484.05,Card,Authentication Failed,8.32,Low,Defer Recovery,Deferred,1
TX00312,12155.9,Card,Insufficient Funds,99.84,High,Retry Payment,Retry Initiated,1
TX06056,35928.51,UPI,Insufficient Funds,69.3,Medium,Send Notification,Notification Sent,1
TX09980,24614.25,Card,Technical Error,99.52,High,Retry Payment,Retry Initiated,1
TX02385,27189.62,NetBanking,Technical Error,17.06,Low,Defer Recovery,Deferred,0
TX05338,45154.76,Wallet,Authentication Failed,99.69,High,Retry Payment,Retry Initiated,1
TX01791,11625.87,Card,Authentication Failed,99.93,High,Retry Payment,Retry Initiated,1
TX06786,48746.14,UPI,Bank Declined,94.39,High,Generate Payment Link,Payment Link Created,1
TX02944,27636.25,NetBanking,Timeout,99.72,High,Retry Payment,Retry Initiated,1
TX07935,46389.15,Card,Timeout,97.91,High,Generate Payment Link,Payment Link Created,0
TX00594,45358.58,NetBanking,Insufficient Funds,2.06,Low,Defer Recovery,Deferred,0
TX03646,33601.26,Card,Bank Declined,12.56,Low,Defer Recovery,Deferred,0
TX00839,2338.54,Card,Insufficient Funds,40.06,Medium,Send Notification,Notification Sent,1
TX08819,30852.96,Wallet,Technical Error,99.7,High,Retry Payment,Retry Initiated,1
TX08524,34445.41,UPI,Timeout,21.17,Low,Defer Recovery,Deferred,1
TX00093,43489.73,UPI,Authentication Failed,99.95,High,Retry Payment,Retry Initiated,1
TX04749,34679.29,Wallet,Bank Declined,13.37,Low,Defer Recovery,Deferred,1
TX01696,2698.41,UPI,Timeout,4.88,Low,Defer Recovery,Deferred,1
TX04505,22163.59,Card,Insufficient Funds,99.72,High,Retry Payment,Retry Initiated,1
TX05676,17012.92,Wallet,Bank Declined,6.22,Low,Defer Recovery,Deferred,1
TX02290,10919.03,NetBanking,Bank Declined,14.34,Low,Defer Recovery,Deferred,1
TX00999,13560.15,UPI,Technical Error,17.77,Low,Defer Recovery,Deferred,1
TX00748,21192.06,NetBanking,Authentication Failed,47.26,Medium,Send Notification,Notification Sent,1
TX02268,28101.4,Card,Insufficient Funds,25.32,Low,Defer Recovery,Deferred,1
TX09309,19090.74,Wallet,Timeout,96.38,High,Generate Payment Link,Payment Link Created,1
TX09177,10940.6,UPI,Timeout,51.84,Medium,Send Notification,Notification Sent,1
TX08726,25653.98,Card,Timeout,98.98,High,Generate Payment Link,Payment Link Created,0
TX02171,27289.6,NetBanking,Technical Error,20.09,Low,Defer Recovery,Deferred,1
TX02491,9476.39,UPI,Insufficient Funds,94.99,High,Generate Payment Link,Payment Link Created,0
TX05691,14634.5,NetBanking,Technical Error,96.88,High,Generate Payment Link,Payment Link Created,1
TX08322,38949.44,NetBanking,Insufficient Funds,99.73,High,Retry Payment,Retry Initiated,1
TX01400,11721.8,NetBanking,Timeout,99.56,High,Retry Payment,Retry Initiated,1
TX01561,31725.79,Card,Timeout,10.8,Low,Defer Recovery,Deferred,1
TX09293,40324.98,UPI,Authentication Failed,99.82,High,Retry Payment,Retry Initiated,1
TX06681,11329.52,NetBanking,Authentication Failed,99.91,High,Retry Payment,Retry Initiated,1
TX04599,24087.63,Card,Timeout,98.43,High,Retry Payment,Retry Initiated,1
TX04771,44575.0,Card,Authentication Failed,49.13,Medium,Send Notification,Notification Sent,1
TX08261,44977.04,Wallet,Insufficient Funds,99.83,High,Retry Payment,Retry Initiated,1
TX01568,15537.49,NetBanking,Authentication Failed,1.84,Low,Defer Recovery,Deferred,0
TX06994,9379.08,UPI,Insufficient Funds,15.23,Low,Defer Recovery,Deferred,1
TX05603,656.61,Wallet,Timeout,66.13,Medium,Send Notification,Notification Sent,1
TX00020,18911.61,Wallet,Authentication Failed,9.44,Low,Defer Recovery,Deferred,0
TX08121,11922.7,NetBanking,Authentication Failed,99.97,High,Retry Payment,Retry Initiated,1
TX07164,19519.31,NetBanking,Timeout,46.06,Medium,Send Notification,Notification Sent,1
TX01796,48894.9,Card,Bank Declined,1.28,Low,Defer Recovery,Deferred,0
TX08529,32232.72,Wallet,Bank Declined,9.4,Low,Defer Recovery,Deferred,1
TX03862,36049.64,UPI,Timeout,8.57,Low,Defer Recovery,Deferred,0
TX06248,18652.97,NetBanking,Authentication Failed,6.03,Low,Defer Recovery,Deferred,0
TX04079,41877.24,Wallet,Timeout,97.87,High,Generate Payment Link,Payment Link Created,1
TX01591,46503.1,Wallet,Authentication Failed,13.94,Low,Defer Recovery,Deferred,1
TX04093,39616.14,NetBanking,Timeout,99.64,High,Retry Payment,Retry Initiated,1
TX02950,841.32,Wallet,Timeout,26.94,Low,Defer Recovery,Deferred,1
TX01410,49928.18,UPI,Bank Declined,5.18,Low,Defer Recovery,Deferred,1
TX01651,48756.85,Wallet,Authentication Failed,97.35,High,Generate Payment Link,Payment Link Created,0
TX08458,26384.81,UPI,Timeout,5.47,Low,Defer Recovery,Deferred,1
TX02312,15550.63,Wallet,Insufficient Funds,3.56,Low,Defer Recovery,Deferred,0
TX04081,36965.02,Card,Insufficient Funds,30.93,Low,Defer Recovery,Deferred,1
TX09923,43455.65,Wallet,Insufficient Funds,33.94,Low,Defer Recovery,Deferred,0
TX04684,46524.52,UPI,Insufficient Funds,10.71,Low,Defer Recovery,Deferred,1
TX09953,7121.32,Wallet,Bank Declined,99.93,High,Retry Payment,Retry Initiated,1
TX05048,19644.16,NetBanking,Insufficient Funds,99.48,High,Retry Payment,Retry Initiated,1
TX04534,10110.76,UPI,Technical Error,2.98,Low,Defer Recovery,Deferred,0
TX03414,31794.33,Wallet,Authentication Failed,4.24,Low,Defer Recovery,Deferred,0
TX05198,2771.88,Wallet,Bank Declined,99.76,High,Retry Payment,Retry Initiated,1
TX09499,26843.21,Card,Authentication Failed,8.58,Low,Defer Recovery,Deferred,0
TX07247,31692.03,UPI,Authentication Failed,46.35,Medium,Send Notification,Notification Sent,1
TX06276,8572.65,Card,Insufficient Funds,10.64,Low,Defer Recovery,Deferred,1
TX04659,39712.41,Card,Technical Error,2.04,Low,Defer Recovery,Deferred,1
TX02488,45211.35,Card,Bank Declined,10.55,Low,Defer Recovery,Deferred,0
TX00600,15149.18,NetBanking,Authentication Failed,99.96,High,Retry Payment,Retry Initiated,1
TX03864,16707.64,Card,Authentication Failed,33.76,Low,Defer Recovery,Deferred,1
TX03192,16953.63,NetBanking,Authentication Failed,99.96,High,Retry Payment,Retry Initiated,1
TX00121,34616.83,Wallet,Timeout,99.93,High,Retry Payment,Retry Initiated,1
TX00923,6427.41,UPI,Technical Error,94.9,High,Generate Payment Link,Payment Link Created,0
TX02823,18031.02,Card,Authentication Failed,39.97,Low,Defer Recovery,Deferred,1
TX01624,46928.54,NetBanking,Bank Declined,20.7,Low,Defer Recovery,Deferred,0
TX05121,38677.2,Card,Timeout,1.77,Low,Defer Recovery,Deferred,0
TX09492,31590.18,Wallet,Timeout,6.62,Low,Defer Recovery,Deferred,0
TX00114,29930.62,NetBanking,Technical Error,3.06,Low,Defer Recovery,Deferred,0
TX00734,25351.63,NetBanking,Authentication Failed,99.82,High,Retry Payment,Retry Initiated,1
TX01131,8422.69,NetBanking,Bank Declined,99.9,High,Retry Payment,Retry Initiated,1
TX04149,40554.96,Wallet,Technical Error,98.48,High,Generate Payment Link,Payment Link Created,0
TX03957,21201.13,Card,Bank Declined,99.54,High,Generate Payment Link,Payment Link Created,1
TX04284,1226.23,Card,Bank Declined,99.91,High,Retry Payment,Retry Initiated,1
TX08011,8658.5,Card,Insufficient Funds,1.15,Low,Defer Recovery,Deferred,0
TX08660,46890.34,NetBanking,Technical Error,10.31,Low,Defer Recovery,Deferred,1
TX09681,14567.86,Wallet,Timeout,99.45,High,Generate Payment Link,Payment Link Created,1
TX01492,26889.27,Wallet,Insufficient Funds,99.19,High,Retry Payment,Retry Initiated,1
TX06722,38941.94,NetBanking,Bank Declined,99.37,High,Retry Payment,Retry Initiated,1
TX07695,14438.95,Wallet,Insufficient Funds,98.67,High,Retry Payment,Retry Initiated,1
TX04392,30489.06,Card,Bank Declined,15.68,Low,Defer Recovery,Deferred,0
TX00041,9283.83,UPI,Insufficient Funds,1.17,Low,Defer Recovery,Deferred,1
TX06092,11493.71,UPI,Insufficient Funds,98.92,High,Retry Payment,Retry Initiated,1
TX05310,42038.43,UPI,Timeout,96.21,High,Generate Payment Link,Payment Link Created,0
TX04574,41794.98,Card,Timeout,5.05,Low,Defer Recovery,Deferred,0
TX07020,17448.82,UPI,Authentication Failed,5.24,Low,Defer Recovery,Deferred,0
TX02275,32528.21,UPI,Bank Declined,18.63,Low,Defer Recovery,Deferred,0
TX00388,24650.89,Wallet,Technical Error,97.52,High,Generate Payment Link,Payment Link Created,1
TX00526,40992.83,Wallet,Insufficient Funds,30.47,Low,Defer Recovery,Deferred,0
TX04523,21945.09,Wallet,Timeout,99.69,High,Generate Payment Link,Payment Link Created,1
TX05032,26012.08,UPI,Bank Declined,99.87,High,Retry Payment,Retry Initiated,1
TX07323,9156.73,Wallet,Timeout,59.64,Medium,Send Notification,Notification Sent,1
TX04237,43833.41,NetBanking,Timeout,8.06,Low,Defer Recovery,Deferred,1
TX05475,38860.74,Card,Authentication Failed,93.56,High,Generate Payment Link,Payment Link Created,1
TX03000,14095.11,Wallet,Authentication Failed,8.7,Low,Defer Recovery,Deferred,0
TX03478,45371.43,UPI,Bank Declined,95.35,High,Generate Payment Link,Payment Link Created,0
TX08193,46601.94,UPI,Insufficient Funds,94.0,High,Generate Payment Link,Payment Link Created,0
TX06937,32553.24,Card,Timeout,99.71,High,Retry Payment,Retry Initiated,1
TX02227,34723.78,Card,Bank Declined,53.56,Medium,Send Notification,Notification Sent,1
TX04823,43737.81,Card,Insufficient Funds,14.1,Low,Defer Recovery,Deferred,0
TX09361,45749.32,NetBanking,Technical Error,99.8,High,Retry Payment,Retry Initiated,1
TX07897,36996.95,Card,Timeout,99.2,High,Retry Payment,Retry Initiated,1
TX00829,48283.93,NetBanking,Technical Error,99.89,High,Retry Payment,Retry Initiated,1
TX05694,29836.75,UPI,Insufficient Funds,99.4,High,Retry Payment,Retry Initiated,1
TX00159,23634.16,UPI,Authentication Failed,99.86,High,Retry Payment,Retry Initiated,1
TX01621,47194.33,Wallet,Bank Declined,6.65,Low,Defer Recovery,Deferred,0
TX05776,4685.61,Wallet,Bank Declined,48.4,Medium,Send Notification,Notification Sent,1
TX04305,46225.28,Wallet,Authentication Failed,13.93,Low,Defer Recovery,Deferred,1
TX04686,10080.45,Card,Technical Error,6.53,Low,Defer Recovery,Deferred,0
TX05820,9682.9,Wallet,Authentication Failed,99.6,High,Generate Payment Link,Payment Link Created,1
TX08254,23876.51,NetBanking,Technical Error,2.67,Low,Defer Recovery,Deferred,0
TX08291,32487.32,UPI,Bank Declined,99.78,High,Retry Payment,Retry Initiated,1
TX08029,5702.41,Wallet,Technical Error,2.89,Low,Defer Recovery,Deferred,0
TX09135,4952.99,UPI,Authentication Failed,99.92,High,Retry Payment,Retry Initiated,1
TX02655,25244.05,UPI,Authentication Failed,4.88,Low,Defer Recovery,Deferred,0
TX08968,10816.49,NetBanking,Insufficient Funds,99.32,High,Retry Payment,Retry Initiated,0
TX09155,25057.39,UPI,Timeout,99.91,High,Retry Payment,Retry Initiated,1
TX09956,11352.6,Wallet,Timeout,4.28,Low,Defer Recovery,Deferred,0
TX06088,37791.41,Card,Bank Declined,98.48,High,Generate Payment Link,Payment Link Created,1
TX04985,48607.59,Wallet,Timeout,34.94,Low,Defer Recovery,Deferred,1
TX06119,9418.64,Card,Bank Declined,99.73,High,Retry Payment,Retry Initiated,1
TX07632,37525.76,UPI,Bank Declined,99.55,High,Retry Payment,Retry Initiated,1
TX05359,35724.34,UPI,Timeout,99.75,High,Retry Payment,Retry Initiated,1
TX07936,20426.01,Card,Bank Declined,99.4,High,Retry Payment,Retry Initiated,1
TX02827,45072.83,NetBanking,Bank Declined,99.97,High,Retry Payment,Retry Initiated,1
TX02643,44601.83,NetBanking,Authentication Failed,28.54,Low,Defer Recovery,Deferred,0
TX09731,18288.6,Wallet,Timeout,99.93,High,Retry Payment,Retry Initiated,1
TX07553,16130.63,UPI,Technical Error,93.36,High,Generate Payment Link,Payment Link Created,0
TX09747,6249.41,Wallet,Authentication Failed,99.63,High,Retry Payment,Retry Initiated,1
